measure,location,sex,age,metric,year,val,upper,lower
Life expectancy,Low-middle SDI,Male,<1 year,Years,2013,64.70198392512708,65.22555594446496,64.18376239870078
Life expectancy,Low-middle SDI,Female,<1 year,Years,2013,69.02469519867786,69.52150157479183,68.53259626903913
Life expectancy,Low SDI,Male,<1 year,Years,2013,62.70031245096271,63.224203768764646,62.17000362766765
Life expectancy,Low SDI,Female,<1 year,Years,2013,65.75812076642173,66.21800969934264,65.30972617831874
Life expectancy,High-middle SDI,Male,<1 year,Years,2005,69.159690653011,69.32882191707616,69.00694968671395
Life expectancy,High-middle SDI,Female,<1 year,Years,2005,76.09425291287825,76.21760389742242,75.96605543912963
Life expectancy,High SDI,Male,<1 year,Years,2005,76.33093159825853,76.35249254812365,76.30983678069705
Life expectancy,High SDI,Female,<1 year,Years,2005,82.11387445011351,82.13289437606878,82.09473902741891
Life expectancy,Low-middle SDI,Male,<1 year,Years,2005,61.94859445766245,62.41041989981839,61.47603120272089
Life expectancy,Low-middle SDI,Female,<1 year,Years,2005,65.43693476536907,65.8715057450206,64.98363560059785
Life expectancy,Low SDI,Male,<1 year,Years,2005,59.137688225996065,59.567480862991154,58.68901580774453
Life expectancy,Low SDI,Female,<1 year,Years,2005,61.25613163201928,61.68549255107908,60.808433087269314
Life expectancy,Middle SDI,Male,<1 year,Years,2014,71.16344740128216,71.46817989939021,70.87896836363511
Life expectancy,Middle SDI,Female,<1 year,Years,2014,76.65951788650553,76.89652572823012,76.41060458112403
